,age,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
3895,young,0.181553941,0.075421207,0.201255385,0.165415385,0.236923077,0.071507692,1.39209726,4.799234964,0.931398655,0.509767608,0.010338462,0.181553941,0.146721089,0.047058824,0.279069767,0.684202982,0,5.25,5.25,0.136355756,female
3896,young,0.183359617,0.05190701,0.201271394,0.145134474,0.21393643,0.068801956,3.423622617,16.8019124,0.887534398,0.419647644,0.203667482,0.183359617,0.114520903,0.047058824,0.277456647,0.524890988,0,4.9453125,4.9453125,0.119905213,male
3897,young,0.184585178,0.057596883,0.201272085,0.127067138,0.223462898,0.09639576,2.145966258,8.860927397,0.919877378,0.392858204,0.111095406,0.184585178,0.117602155,0.047012733,0.279069767,1.552061988,0,10.9453125,10.9453125,0.093474395,male
3898,young,0.184700922,0.051729222,0.201276596,0.153191489,0.215957447,0.062765957,3.090559607,14.90671407,0.906803032,0.455544349,0.202553191,0.184700922,0.12449693,0.047058824,0.279069767,1.164612676,0,6.9140625,6.9140625,0.13097519,male
3899,old,0.188355526,0.064335757,0.201283019,0.143433962,0.240113208,0.096679245,1.518521696,4.76327982,0.930728321,0.543021687,0.269433962,0.188355526,0.126681435,0.047012733,0.277456647,0.794880319,0,3.1171875,3.1171875,0.190068194,male
3900,young,0.179745843,0.054962068,0.201283422,0.137754011,0.212620321,0.07486631,3.418244049,16.78276696,0.914000038,0.502760561,0.205989305,0.179745843,0.136172293,0.047571853,0.279069767,0.597443182,0,3.4921875,3.4921875,0.1223434,male
3901,young,0.178174171,0.074643597,0.201298701,0.172077922,0.227662338,0.055584416,2.798302564,16.01533155,0.919240963,0.490549728,0.019090909,0.178174171,0.15438181,0.047012733,0.277456647,0.602806529,0,9.7734375,9.7734375,0.066207174,female
3903,young,0.191057594,0.055288757,0.20132025,0.145869759,0.231793042,0.085923283,1.253667958,4.682030816,0.926986352,0.396323537,0.215307761,0.191057594,0.118220568,0.046920821,0.271186441,0.431332237,0,3.515625,3.515625,0.07245283,male
3905,old,0.188113832,0.065807545,0.201336947,0.141391147,0.244336043,0.102944896,1.677146873,6.222334601,0.939596337,0.585194142,0.144173442,0.188113832,0.113950352,0.047244094,0.279069767,0.9375,0,4.03125,4.03125,0.16005472,male
3906,young,0.202449725,0.058614337,0.201361702,0.146553191,0.26470922,0.118156028,2.381549643,9.170558201,0.879869235,0.269663366,0.267489362,0.202449725,0.123752178,0.046920821,0.271186441,0.453835227,0,7.0546875,7.0546875,0.026038206,male
3907,matured,0.175250818,0.071911927,0.20139417,0.116400507,0.231381496,0.114980989,1.661794643,6.042731733,0.945950957,0.628177083,0.225171103,0.175250818,0.12414427,0.047477745,0.279069767,0.889711851,0,5.0859375,5.0859375,0.144727176,male
3908,young,0.183218065,0.057813668,0.201395349,0.166046512,0.223255814,0.057209302,1.963779258,6.541663531,0.917863019,0.480533291,0.20248062,0.183218065,0.148489696,0.04743083,0.275862069,1.119591346,0,6.984375,6.984375,0.051575722,female
3909,matured,0.179580521,0.069235873,0.201400778,0.172607004,0.226303502,0.053696498,2.265395916,9.242968036,0.92342735,0.494788119,0.195175097,0.179580521,0.150264636,0.046920821,0.275862069,0.211762764,0,1.4296875,1.4296875,0.074238876,female
3910,old,0.19073482,0.063685267,0.201407529,0.146873977,0.246546645,0.099672668,1.099926514,3.593951667,0.944439184,0.581391803,0.256628478,0.19073482,0.109062457,0.047012733,0.279069767,0.876644737,0,3.796875,3.796875,0.164919637,male
3911,young,0.185668405,0.068401613,0.201422088,0.125597579,0.245688351,0.120090772,2.611464085,11.54116232,0.928626787,0.567326852,0.246959153,0.185668405,0.118913122,0.047105005,0.277456647,1.273603723,0.09375,6.515625,6.421875,0.109211361,male
3913,matured,0.197981814,0.045030428,0.201453488,0.170116279,0.223430233,0.053313953,1.352002103,4.086510709,0.905461694,0.337024107,0.214273256,0.197981814,0.148300205,0.047713718,0.279069767,0.96875,0,8.8359375,8.8359375,0.076885717,female
3914,young,0.204321541,0.054040693,0.201472393,0.178404908,0.254233129,0.075828221,2.791925123,12.70396686,0.891543837,0.404316255,0.177668712,0.204321541,0.122605741,0.048484848,0.272727273,0.994545991,0,5.1328125,5.1328125,0.086855144,male
3916,young,0.182777641,0.055362517,0.201501104,0.130728477,0.221589404,0.090860927,2.189062735,8.422208527,0.912907809,0.467921008,0.206754967,0.182777641,0.121582645,0.047058824,0.272727273,1.1521875,0,5.6484375,5.6484375,0.189282246,male
3917,matured,0.200405007,0.040098204,0.201527897,0.177974249,0.225562232,0.047587983,2.23200754,8.757716187,0.88550829,0.265940625,0.225081545,0.200405007,0.157024259,0.047571853,0.277456647,0.559706126,0,5.578125,5.578125,0.045275253,female
3918,young,0.200429905,0.049838509,0.20157161,0.169632446,0.241850444,0.072217997,1.819878967,7.944051742,0.918831492,0.347799131,0.198555133,0.200429905,0.141008248,0.047151277,0.279069767,1.631086483,0.1640625,9.8203125,9.65625,0.118692317,male
3920,matured,0.177522368,0.058751965,0.2016,0.112714894,0.221378723,0.10866383,1.844736753,6.047440442,0.897534561,0.385869564,0.215182979,0.177522368,0.108134757,0.047012733,0.279069767,0.597301136,0,4.5234375,4.5234375,0.128464512,male
3921,matured,0.177275494,0.064989058,0.201625282,0.11724605,0.228171558,0.110925508,2.216883404,8.580965697,0.927926327,0.56768994,0.223115124,0.177275494,0.138714937,0.047524752,0.279069767,1.796875,0,10.96875,10.96875,0.128067273,male
3922,matured,0.201098697,0.048373745,0.201629927,0.169645959,0.240160321,0.070514362,1.099806426,3.411981216,0.92038715,0.366247541,0.169271877,0.201098697,0.122554807,0.046966732,0.279069767,1.57338627,0,10.2890625,10.2890625,0.140863977,male
3923,young,0.187739983,0.054743334,0.201638225,0.150352673,0.226166098,0.075813424,1.658542621,6.103150844,0.920800757,0.461009913,0.21374289,0.187739983,0.13505652,0.047571853,0.279069767,0.874759615,0,4.9921875,4.9921875,0.120702711,male
3924,matured,0.188727415,0.058667767,0.201655629,0.136059603,0.23410596,0.098046358,1.416286809,4.717794248,0.921224339,0.384793103,0.137218543,0.188727415,0.120140787,0.047337278,0.275862069,0.450426136,0,0.7734375,0.7734375,0.174081238,male
3925,matured,0.197929824,0.049268092,0.201676104,0.175039638,0.230215176,0.055175538,1.506444564,4.600110626,0.918513554,0.442641635,0.18804077,0.197929824,0.151847785,0.047151277,0.275862069,1.34228972,0.0703125,6.609375,6.5390625,0.140834872,female
3926,young,0.199088956,0.040794403,0.201698842,0.16957529,0.229498069,0.05992278,1.639377159,5.78429562,0.901142578,0.283492251,0.165559846,0.199088956,0.144324866,0.047761194,0.277456647,0.554875753,0,4.921875,4.921875,0.07721519,male
3927,matured,0.195084847,0.056051831,0.201707317,0.165121951,0.245365854,0.080243902,1.630836088,5.995542206,0.927633476,0.473961014,0.253658537,0.195084847,0.117042707,0.048096192,0.277456647,0.750868056,0,4.359375,4.359375,0.135640681,male
3928,young,0.177810489,0.056693353,0.201732283,0.128425197,0.220104987,0.09167979,2.790185931,12.38888534,0.918020025,0.505427798,0.219002625,0.177810489,0.1272263,0.046966732,0.274285714,0.819767442,0,8.953125,8.953125,0.064313878,male
3929,matured,0.189561368,0.061763064,0.201740586,0.138242678,0.244150628,0.10590795,1.101079421,4.451064979,0.942146834,0.519422293,0.260083682,0.189561368,0.118028772,0.047244094,0.279069767,1.096540179,0,7.5703125,7.5703125,0.106464581,male
3930,young,0.178183847,0.060593447,0.201769499,0.133643772,0.220023283,0.086379511,2.716351686,12.4458218,0.912186902,0.492729105,0.205355064,0.178183847,0.125794507,0.047666336,0.279069767,0.4696875,0,11.203125,11.203125,0.053893033,male
3931,matured,0.193709126,0.058086305,0.201771337,0.145861514,0.241449275,0.095587762,1.080740616,3.624463803,0.931137998,0.473768992,0.230402576,0.193709126,0.120731253,0.047337278,0.279069767,0.681850962,0,10.4296875,10.4296875,0.057478933,male
3932,young,0.184976463,0.056663421,0.201808511,0.133148936,0.23293617,0.099787234,1.716404891,5.998407989,0.911991838,0.343097124,0.237106383,0.184976463,0.115726513,0.047337278,0.277456647,0.723366477,0,6.328125,6.328125,0.09914997,male
3933,old,0.186756114,0.054997565,0.20181527,0.131404164,0.226033102,0.094628938,1.914887349,7.601697073,0.913047101,0.36110237,0.211382808,0.186756114,0.109770366,0.047058824,0.279069767,0.422348485,0,3.28125,3.28125,0.077698413,male
3934,young,0.202822003,0.04275984,0.201816828,0.176381236,0.238510797,0.062129561,1.38716118,4.673226735,0.905826982,0.286299489,0.180134028,0.202822003,0.150366906,0.047952048,0.274285714,0.879731514,0.0703125,5.6484375,5.578125,0.094104308,female
3935,matured,0.195300067,0.055920861,0.201841727,0.156920863,0.240719424,0.083798561,1.117021431,4.001026243,0.934112506,0.430887695,0.236892086,0.195300067,0.112590397,0.046920821,0.271186441,0.744433594,0,5.1796875,5.1796875,0.109441931,male
3936,young,0.202374218,0.046787627,0.201847755,0.18545218,0.232270657,0.046818478,2.955207691,14.16761237,0.891071684,0.3683707,0.199661679,0.202374218,0.12571772,0.046920821,0.277456647,0.92238898,0,6.796875,6.796875,0.101505585,male
3937,young,0.181291586,0.064192068,0.201852315,0.151389237,0.222878598,0.071489362,2.597555089,10.01910824,0.923399409,0.573205456,0.191163955,0.181291586,0.160932878,0.046920821,0.279069767,1.833820093,0,9.796875,9.796875,0.152664415,female
3939,young,0.201881389,0.040046789,0.201864997,0.185107864,0.227585247,0.042477383,2.10144455,7.027072449,0.872048056,0.300418671,0.199526792,0.201881389,0.141755882,0.047619048,0.275862069,1.005981445,0,6.4921875,6.4921875,0.085679904,female
3941,matured,0.186879177,0.053925167,0.20192745,0.157054683,0.222089875,0.065035192,2.227956064,8.889433741,0.922219262,0.446273972,0.207233351,0.186879177,0.125856324,0.047012733,0.277456647,1.559269832,0,6.421875,6.421875,0.147162703,male
3942,matured,0.184678675,0.061645266,0.201935073,0.163793762,0.220649268,0.056855506,2.633061069,12.01584934,0.932284877,0.545525871,0.207460216,0.184678675,0.15158175,0.046920821,0.275862069,1.216333763,0,10.3828125,10.3828125,0.093097303,female
3943,matured,0.191439148,0.052415345,0.201945946,0.152432432,0.229837838,0.077405405,1.285615147,4.500834179,0.925126274,0.393853572,0.21772973,0.191439148,0.119506736,0.047105005,0.272727273,0.991935484,0,8.7890625,8.7890625,0.073733333,male
3945,young,0.206598399,0.052736804,0.201987041,0.170842333,0.254298056,0.083455724,1.392226696,4.321026476,0.904995995,0.383143305,0.275766739,0.206598399,0.115449768,0.047761194,0.272727273,1.416539634,0.1640625,6.7265625,6.5625,0.181684982,male
3947,matured,0.194071372,0.06229989,0.202029142,0.141284404,0.251138694,0.10985429,1.210271545,4.019386701,0.939944626,0.531614447,0.252498651,0.194071372,0.123654976,0.047012733,0.279069767,0.862328506,0,8.3203125,8.3203125,0.078309859,male
3949,old,0.178928563,0.064594351,0.202051793,0.120896414,0.226733068,0.105836653,2.105171655,8.154126259,0.921926566,0.485595423,0.120338645,0.178928563,0.114084036,0.047105005,0.279069767,0.748165761,0,7.1484375,7.1484375,0.048107303,male
3950,old,0.202435521,0.047685699,0.202106383,0.175,0.236361702,0.061361702,1.711760705,5.692202057,0.904807205,0.334858827,0.208361702,0.202435521,0.138616678,0.047571853,0.277456647,1.133138021,0,5.9296875,5.9296875,0.118217751,male
3951,young,0.199615681,0.04337243,0.202109426,0.182729071,0.222228082,0.039499011,1.964902876,6.416771517,0.896168254,0.360990836,0.192696111,0.199615681,0.144970421,0.047151277,0.279069767,0.954985119,0,5.53125,5.53125,0.111974262,female
3952,matured,0.185441075,0.058992022,0.202175227,0.146344411,0.219375629,0.073031219,2.599432838,11.21738739,0.912518347,0.462833458,0.208378651,0.185441075,0.126957757,0.047337278,0.277456647,0.928248355,0.09375,5.484375,5.390625,0.177908343,male
3953,matured,0.190973449,0.061151785,0.202192047,0.133210475,0.245373424,0.112162949,1.305295064,4.6457865,0.928245745,0.421488703,0.278234724,0.190973449,0.11594219,0.047012733,0.279069767,0.40875,0,3.890625,3.890625,0.072791165,male
3955,matured,0.204725051,0.037104568,0.202222222,0.187609428,0.224848485,0.037239057,2.790470271,12.7487267,0.867045939,0.250134133,0.189259259,0.204725051,0.160305659,0.048048048,0.279069767,0.487092391,0,4.171875,4.171875,0.102938634,female
3956,matured,0.180662022,0.058367207,0.202270833,0.1220625,0.228083333,0.106020833,2.104953238,8.224556019,0.91512452,0.415860055,0.215104167,0.180662022,0.110884132,0.046920821,0.279069767,0.587276786,0,4.9453125,4.9453125,0.113744076,male
3957,young,0.200878926,0.036837375,0.202279036,0.187552958,0.223345508,0.035792549,2.483961205,10.04469894,0.856312123,0.245397337,0.201665449,0.200878926,0.163664187,0.047244094,0.279069767,0.957291667,0,6.6328125,6.6328125,0.100898293,female
3958,matured,0.206416722,0.044473834,0.202291534,0.187320178,0.231164863,0.043844685,2.26434756,8.953002746,0.883898682,0.307993163,0.194449395,0.206416722,0.172646291,0.047524752,0.279069767,1.35291773,0.1640625,6.984375,6.8203125,0.137953024,female
3959,young,0.18773323,0.051917038,0.202312139,0.144693642,0.223676301,0.078982659,1.654251966,5.393932396,0.911276553,0.430699667,0.221086705,0.18773323,0.149599515,0.046920821,0.274285714,0.747869318,0,4.6640625,4.6640625,0.135120045,male
3960,matured,0.202545398,0.05271952,0.202365309,0.155269382,0.25412177,0.098852387,1.651242297,6.230858079,0.91138938,0.296380859,0.271660096,0.202545398,0.125516789,0.04719764,0.277456647,0.857253725,0,7.1953125,7.1953125,0.112245796,male
3961,young,0.186316007,0.061992202,0.202371795,0.133269231,0.240064103,0.106794872,1.235980788,3.780527409,0.922340787,0.442422838,0.274391026,0.186316007,0.127454225,0.04743083,0.277456647,1.112056903,0,5.484375,5.484375,0.145574855,male
3962,matured,0.181494208,0.073107541,0.202371795,0.126314103,0.247019231,0.120705128,1.43307884,4.82238882,0.949288474,0.653800601,0.261378205,0.181494208,0.129583902,0.047571853,0.279069767,1.165448589,0,4.828125,4.828125,0.204332974,male
3963,young,0.200276882,0.046590127,0.202412484,0.186942218,0.224850274,0.037908056,2.715252914,11.4618922,0.895556474,0.388759,0.187060312,0.200276882,0.152114985,0.047151277,0.277456647,2.040527344,0,14.578125,14.578125,0.119986461,female
3964,matured,0.189498425,0.06189189,0.202413241,0.134991991,0.247709557,0.112717565,1.803441031,6.736029664,0.92683534,0.479321844,0.252941805,0.189498425,0.144278254,0.047058824,0.277456647,1.395413306,0,14.2265625,14.2265625,0.069786598,male
3965,young,0.190156581,0.06276822,0.202413793,0.154137931,0.232068966,0.077931034,1.010216854,3.237559599,0.936693168,0.556599124,0.217241379,0.190156581,0.134939672,0.046920821,0.271186441,0.82660061,0,5.484375,5.484375,0.097953216,male
3966,matured,0.186918311,0.0633716,0.202427704,0.128054266,0.247711532,0.119657265,1.914057762,7.423016628,0.91969734,0.396806836,0.127354516,0.186918311,0.124884686,0.047244094,0.277456647,0.675409226,0,7.3125,7.3125,0.063611689,male
3967,old,0.186158571,0.060095449,0.202434151,0.1426703,0.228882834,0.086212534,1.79530585,7.284966576,0.941422337,0.57383623,0.223796549,0.186158571,0.118596998,0.047337278,0.275862069,1.072960805,0,13.3125,13.3125,0.086971831,male
3969,young,0.178268665,0.058680549,0.202447164,0.133926585,0.215839822,0.081913237,3.115142248,14.83008673,0.915064869,0.511150069,0.20618465,0.178268665,0.115179219,0.047571853,0.277456647,0.653858418,0,5.203125,5.203125,0.097697698,male
3970,matured,0.189961933,0.056595285,0.202447665,0.146537842,0.230402576,0.083864734,1.448708338,5.384763377,0.933929187,0.488422185,0.211014493,0.189961933,0.122838155,0.047666336,0.271186441,1.249871926,0,6.7265625,6.7265625,0.18541563,male
3971,young,0.199711357,0.042989699,0.202447665,0.188019324,0.225217391,0.037198068,2.926269039,13.1366395,0.881831901,0.302237927,0.205603865,0.199711357,0.118005347,0.047151277,0.272727273,0.971277574,0.0234375,9.3515625,9.328125,0.086150449,male
3972,young,0.183682672,0.062347262,0.202449548,0.125678497,0.238691719,0.113013222,2.289480215,10.06910401,0.927009568,0.508488403,0.214919972,0.183682672,0.120544684,0.047151277,0.277456647,1.25859375,0,12.984375,12.984375,0.087859961,male
3973,matured,0.195241681,0.049634818,0.202449726,0.17250457,0.22369287,0.0511883,1.613493398,5.225762411,0.921062164,0.474262727,0.204753199,0.195241681,0.1332242,0.04729064,0.279069767,0.926731419,0,5.296875,5.296875,0.120480405,male
3974,matured,0.194001451,0.056722854,0.202480818,0.162199488,0.237391304,0.075191816,1.194179909,4.093950207,0.933359389,0.44917926,0.205882353,0.194001451,0.122355797,0.047384008,0.279069767,0.857299805,0,4.453125,4.453125,0.143397969,male
3975,matured,0.199379502,0.044861819,0.202536402,0.17084077,0.232390794,0.061550023,1.319120416,3.914416979,0.909792693,0.354710622,0.200563645,0.199379502,0.152301019,0.047904192,0.275862069,1.118454392,0,7.3828125,7.3828125,0.14690549,female
3976,young,0.202193402,0.050400922,0.202553191,0.177155655,0.239395297,0.062239642,1.708435463,5.995353418,0.915106443,0.418582228,0.181231803,0.202193402,0.154938616,0.04729064,0.279069767,1.818009868,0,13.5234375,13.5234375,0.087810514,female
3977,matured,0.199329868,0.061047896,0.202566845,0.149304813,0.255828877,0.106524064,1.755001565,6.733565776,0.922209073,0.477792324,0.265668449,0.199329868,0.134617502,0.047012733,0.272727273,1.401085805,0,8.9765625,8.9765625,0.100715598,male
3979,matured,0.196456466,0.047286898,0.202594595,0.176432432,0.223135135,0.046702703,2.446757677,10.49414567,0.908171738,0.432185521,0.203891892,0.196456466,0.1484369,0.048192771,0.279069767,1.454409247,0,6.75,6.75,0.114903846,female
3980,young,0.207311419,0.056495825,0.202594595,0.162162162,0.267027027,0.104864865,2.686983622,11.78751054,0.891838034,0.355315886,0.269405405,0.207311419,0.1359437,0.047105005,0.277456647,0.710637019,0.1875,6.2578125,6.0703125,0.049521571,male
3981,matured,0.199205619,0.049186097,0.20259802,0.183192079,0.230320792,0.047128713,2.580353907,12.4207321,0.90660842,0.365302272,0.199493069,0.199205619,0.120114992,0.04719764,0.277456647,1.039708647,0,14.4375,14.4375,0.030778697,male
3982,young,0.185518794,0.055821232,0.202608696,0.134782609,0.226666667,0.091884058,2.207413979,9.082749942,0.91222111,0.445604597,0.203478261,0.185518794,0.114641388,0.047012733,0.277456647,0.904597356,0,6.3046875,6.3046875,0.116744444,male
3984,matured,0.203928931,0.039347982,0.202637363,0.184615385,0.223296703,0.038681319,3.148812827,16.28909273,0.860885334,0.280792206,0.183736264,0.203928931,0.139568852,0.04729064,0.279069767,0.450604839,0,1.453125,1.453125,0.089285714,female
3986,young,0.198590896,0.043340006,0.202663151,0.189927488,0.218905735,0.028978247,2.815583018,11.8423337,0.868682907,0.310251268,0.194541859,0.198590896,0.170534161,0.048144433,0.279069767,0.834085052,0,7.1015625,7.1015625,0.094346391,female
3987,matured,0.199215802,0.052513681,0.202678706,0.183506396,0.241444695,0.057938299,2.558798149,10.61496827,0.89250852,0.340886028,0.19530474,0.199215802,0.122277821,0.047337278,0.279069767,0.594122024,0,5.0390625,5.0390625,0.089722431,male
3988,matured,0.194796441,0.044925614,0.202699387,0.178159509,0.219141104,0.040981595,2.219253788,8.078265804,0.899117833,0.392040463,0.197791411,0.194796441,0.144153554,0.048096192,0.277456647,1.435913086,0.0703125,11.1328125,11.0625,0.099124757,male
3989,old,0.198980655,0.045199675,0.202718121,0.16807047,0.226795302,0.058724832,1.80604476,6.315831478,0.902770539,0.309075659,0.162667785,0.198980655,0.154106629,0.047571853,0.279069767,0.629546619,0,6.5625,6.5625,0.074747155,female
3990,old,0.193421672,0.060937958,0.202740415,0.15680704,0.243218102,0.086411062,1.186606746,4.109979729,0.945273311,0.567354818,0.271024513,0.193421672,0.123221344,0.04743083,0.279069767,1.23828125,0,6.3046875,6.3046875,0.136163223,male
3991,matured,0.179461444,0.066132321,0.202746114,0.122227979,0.240284974,0.118056995,1.747824322,5.686112316,0.915464476,0.465086087,0.121502591,0.179461444,0.116212634,0.047713718,0.277456647,0.914513221,0,7.125,7.125,0.069683136,male
3992,young,0.188076791,0.059606075,0.202752171,0.129058116,0.237167669,0.108109552,1.045845439,3.450140068,0.928641833,0.417811306,0.235484302,0.188076791,0.116462134,0.047337278,0.279069767,1.293996711,0,6.2578125,6.2578125,0.135877947,male
3993,old,0.189302484,0.061314358,0.202758621,0.145854732,0.235011005,0.089156273,1.112689081,3.765922785,0.945735876,0.583244449,0.240352164,0.189302484,0.119881078,0.047384008,0.277456647,0.997610294,0,11.0390625,11.0390625,0.098791644,male
3994,old,0.188271411,0.065479456,0.202758621,0.145395538,0.242799189,0.097403651,1.247150694,3.85697897,0.944088265,0.604111893,0.220365112,0.188271411,0.120854578,0.047151277,0.277456647,1.293323864,0,4.6171875,4.6171875,0.205583756,male
3995,young,0.186304357,0.061106835,0.202791489,0.135353191,0.225668085,0.090314894,1.892508881,6.880809795,0.926902529,0.505425396,0.215182979,0.186304357,0.124452984,0.047058824,0.279069767,0.889225746,0,6.328125,6.328125,0.145997611,male
3996,matured,0.200991949,0.040068378,0.202813906,0.183689162,0.224458078,0.040768916,2.906889458,14.86748574,0.883943437,0.287068847,0.203042945,0.200991949,0.156243802,0.046920821,0.279069767,1.687860577,0,7.453125,7.453125,0.138287452,female
3997,matured,0.182806119,0.063387946,0.202821685,0.136250816,0.226414108,0.090163292,1.688891971,7.049498238,0.943646725,0.568174444,0.218915741,0.182806119,0.130896938,0.046920821,0.279069767,0.912037037,0,13.7578125,13.7578125,0.08744284,male
3998,old,0.190356681,0.063741303,0.202823287,0.146563627,0.242205049,0.095641422,1.279878843,4.334757908,0.947155793,0.579640839,0.23571355,0.190356681,0.109782054,0.046966732,0.275862069,1.082974138,0,7.8984375,7.8984375,0.102278605,male
3999,matured,0.204649653,0.052005959,0.202843602,0.184834123,0.25042654,0.065592417,2.226071402,8.771103837,0.902826348,0.387909521,0.196398104,0.204649653,0.121140861,0.046966732,0.275862069,1.326364437,0.1171875,7.359375,7.2421875,0.095312663,male
4001,matured,0.194466824,0.058784395,0.202855549,0.151946458,0.242208589,0.090262131,1.116788995,3.716153638,0.939425879,0.519019457,0.278594534,0.194466824,0.123416292,0.04729064,0.274285714,1.051339286,0,9.796875,9.796875,0.09573116,male
4003,matured,0.195430354,0.041911508,0.202870813,0.17569378,0.220095694,0.044401914,2.01318006,6.833036912,0.891575029,0.356571401,0.207272727,0.195430354,0.151734086,0.047666336,0.279069767,0.963320975,0.1640625,6.9609375,6.796875,0.107460815,female
4005,matured,0.193971573,0.063248851,0.202896142,0.176474777,0.231643917,0.055169139,2.087436702,8.174990116,0.919396787,0.473087006,0.225495549,0.193971573,0.168948034,0.047012733,0.275862069,0.394377461,0,6,6,0.071667087,female
4006,young,0.195905226,0.061283564,0.202901155,0.153478819,0.245314506,0.091835687,1.67527602,6.081866726,0.92760807,0.470441196,0.273709884,0.195905226,0.11997643,0.047244094,0.279069767,1.436108733,0.0703125,8.203125,8.1328125,0.157727214,male
4008,matured,0.212617635,0.047958667,0.202909091,0.181575758,0.260363636,0.078787879,1.830459995,6.075977184,0.889058081,0.275569812,0.199757576,0.212617635,0.148119889,0.046920821,0.279069767,0.972478693,0,7.078125,7.078125,0.10417942,female
4009,matured,0.200659459,0.040461502,0.202926316,0.177136842,0.221347368,0.044210526,2.000347199,7.195106006,0.887006886,0.277912698,0.175810526,0.200659459,0.139502833,0.047761194,0.275862069,0.559666896,0,6.1875,6.1875,0.085205503,female
4010,matured,0.181816953,0.057268624,0.202929293,0.125505051,0.231565657,0.106060606,1.889739711,7.0370999,0.900629231,0.307451137,0.130277778,0.181816953,0.117968829,0.047384008,0.274285714,0.568418561,0,10.5703125,10.5703125,0.052781259,male
4011,matured,0.198510496,0.057584972,0.202961609,0.147934186,0.250054845,0.102120658,1.274268165,4.607689351,0.923332444,0.392125762,0.275904936,0.198510496,0.118953822,0.04719764,0.279069767,0.714087702,0.1171875,5.4140625,5.296875,0.101624837,male
4012,young,0.199281783,0.041184854,0.202965075,0.17362794,0.226514612,0.052886671,1.770169873,5.518937058,0.88936012,0.312441457,0.162052744,0.199281783,0.158271437,0.047904192,0.279069767,0.67375,0,6.7734375,6.7734375,0.079779716,male
4014,old,0.191333773,0.060138377,0.203016393,0.170360656,0.234754098,0.064393443,1.9082222,7.331656148,0.933425228,0.519202658,0.120131148,0.191333773,0.159482093,0.048435923,0.279069767,1.128205128,0,10.0078125,10.0078125,0.092463274,female
4015,young,0.182430667,0.07790787,0.203017903,0.128900256,0.255831202,0.126930946,2.99420655,15.44360607,0.934066087,0.599184026,0.257442455,0.182430667,0.133415392,0.046920821,0.275862069,1.772778614,0,10.734375,10.734375,0.09411331,male
4016,matured,0.188641458,0.054134408,0.203044872,0.161762821,0.219198718,0.057435897,2.70655941,11.8537168,0.921815075,0.500384642,0.212692308,0.188641458,0.132732836,0.047384008,0.277456647,1.314249067,0,6.1171875,6.1171875,0.172281675,male
4017,matured,0.193048152,0.06093151,0.203046358,0.153443709,0.245,0.091556291,1.375274938,4.396634736,0.940697052,0.576971513,0.249172185,0.193048152,0.149724144,0.047012733,0.277456647,1.234700521,0,6.75,6.75,0.132944024,female
4018,young,0.190640878,0.063369888,0.203047619,0.172952381,0.232,0.059047619,2.090424119,8.292546713,0.934932885,0.589256612,0.188761905,0.190640878,0.140560947,0.046966732,0.275862069,0.729951054,0,6.796875,6.796875,0.078751165,female
4020,young,0.202173009,0.049554095,0.203090807,0.173243091,0.238307953,0.065064862,1.558397753,5.34098216,0.91239418,0.363181979,0.21035533,0.202173009,0.138655349,0.046966732,0.279069767,0.545978484,0,1.7578125,1.7578125,0.130181818,male
4021,young,0.189030456,0.057512734,0.203100075,0.144951091,0.229224981,0.08427389,2.211694321,10.04099107,0.932244181,0.5259373,0.215951843,0.189030456,0.126514848,0.048,0.279069767,0.645870536,0,5.3671875,5.3671875,0.085925428,male
4022,matured,0.201365797,0.040330048,0.203119038,0.186163418,0.225765243,0.039601825,2.521904795,10.75953895,0.895103879,0.305344746,0.203931978,0.201365797,0.147537474,0.047151277,0.271186441,1.411092459,0,14.765625,14.765625,0.059298092,female
4023,young,0.191848637,0.061346245,0.20312566,0.143104541,0.245702218,0.102597677,1.497521921,5.125385989,0.926241175,0.453881449,0.239345301,0.191848637,0.140228349,0.048387097,0.279069767,1.162760417,0,10.78125,10.78125,0.108085896,male
4024,young,0.196678195,0.053482909,0.203126253,0.189846359,0.224822979,0.03497662,2.639451951,11.23386016,0.88531604,0.357119758,0.196205745,0.196678195,0.15922624,0.04719764,0.279069767,1.486569522,0,9.140625,9.140625,0.140331825,female
4026,matured,0.188654753,0.059332687,0.203150769,0.131643077,0.240541538,0.108898462,1.518700384,5.18083032,0.922644965,0.425748779,0.203150769,0.188654753,0.122096637,0.048048048,0.279069767,0.783372962,0,9.421875,9.421875,0.07126134,male
4027,old,0.191029608,0.062317035,0.203168568,0.136628644,0.248770596,0.112141952,1.750684015,6.132008944,0.921175288,0.462451075,0.136628644,0.191029608,0.132661625,0.047477745,0.275862069,1.064961473,0,8.53125,8.53125,0.051167582,male
4029,matured,0.200918715,0.046303206,0.203185841,0.182654867,0.219823009,0.037168142,2.391250057,8.632060444,0.873228381,0.344939112,0.182654867,0.200918715,0.153222622,0.046920821,0.277456647,0.9375,0,7.9921875,7.9921875,0.067893006,female
4031,matured,0.200366336,0.04040384,0.203207547,0.182830189,0.225849057,0.043018868,1.989845065,6.879791074,0.880097172,0.283337246,0.185849057,0.200366336,0.164615213,0.047808765,0.272727273,0.865758384,0.140625,6.6796875,6.5390625,0.092473118,female
